"\"MU\",\"1100296\",\"Santa Luzia D'Oeste (RO)\",\"146269\",\"142638\",\"156765\",\"213556\""
"\"MU\",\"1100304\",\"Vilhena (RO)\",\"2720979\",\"2832738\",\"3152560\",\"4215046\""
"\"MU\",\"1100320\",\"São Miguel do Guaporé (RO)\",\"704874\",\"616830\",\"730643\",\"905335\""
"\"MU\",\"1100338\",\"Nova Mamoré (RO)\",\"508409\",\"529243\",\"601843\",\"742687\""
"\"MU\",\"1100346\",\"Alvorada D'Oeste (RO)\",\"256200\",\"260403\",\"289497\",\"352628\""
"\"MU\",\"1100379\",\"Alto Alegre dos Parecis (RO)\",\"278342\",\"288721\",\"324519\",\"483672\""
"\"MU\",\"1100403\",\"Alto Paraíso (RO)\",\"328757\",\"358407\",\"396387\",\"510361\""
"\"MU\",\"1100452\",\"Buritis (RO)\",\"680428\",\"726351\",\"781528\",\"966552\""
"\"MU\",\"1100502\",\"Novo Horizonte do Oeste (RO)\",\"165986\",\"165527\",\"185088\",\"231502\""
"\"MU\",\"1100601\",\"Cacaulândia (RO)\",\"140567\",\"144465\",\"169146\",\"275338\""
"\"MU\",\"1100700\",\"Campo Novo de Rondônia (RO)\",\"285323\",\"274661\",\"331894\",\"369377\""
"\"MU\",\"1100809\",\"Candeias do Jamari (RO)\",\"568963\",\"548064\",\"562989\",\"655606\""
"\"MU\",\"1100908\",\"Castanheiras (RO)\",\"113026\",\"103993\",\"80395\",\"99627\""
"\"MU\",\"1100924\",\"Chupinguaia (RO)\",\"300109\",\"304810\",\"374750\",\"468793\""
"\"MU\",\"1100940\",\"Cujubim (RO)\",\"357078\",\"385069\",\"431816\",\"487480\""
"\"MU\",\"1101005\",\"Governador Jorge Teixeira (RO)\",\"178491\",\"177942\",\"200565\",\"239330\""
"\"MU\",\"1101104\",\"Itapuã do Oeste (RO)\",\"173175\",\"184657\",\"192750\",\"210031\""
"\"MU\",\"1101203\",\"Ministro Andreazza (RO)\",\"205983\",\"216434\",\"224912\",\"297878\""
"\"MU\",\"1101302\",\"Mirante da Serra (RO)\",\"218549\",\"216961\",\"231662\",\"262640\""
"\"MU\",\"1101401\",\"Monte Negro (RO)\",\"284071\",\"291812\",\"340931\",\"389891\""
"\"MU\",\"1101435\",\"Nova União (RO)\",\"121109\",\"117350\",\"128791\",\"157321\""
"\"MU\",\"1101450\",\"Parecis (RO)\",\"106828\",\"107301\",\"120815\",\"155434\""
"\"MU\",\"1101468\",\"Pimenteiras do Oeste (RO)\",\"104550\",\"116514\",\"148823\",\"246209\""
"\"MU\",\"1101476\",\"Primavera de Rondônia (RO)\",\"60540\",\"61854\",\"66465\",\"107030\""
"\"MU\",\"1101484\",\"São Felipe D'Oeste (RO)\",\"89557\",\"89254\",\"102279\",\"130676\""
"\"MU\",\"1101492\",\"São Francisco do Guaporé (RO)\",\"352819\",\"353339\",\"397745\",\"488043\""
"\"MU\",\"1101500\",\"Seringueiras (RO)\",\"234736\",\"236261\",\"250586\",\"332987\""
"\"MU\",\"1101559\",\"Teixeirópolis (RO)\",\"89190\",\"92344\",\"97349\",\"121301\""
"\"MU\",\"1101609\",\"Theobroma (RO)\",\"191947\",\"191524\",\"213106\",\"257426\""
"\"MU\",\"1101708\",\"Urupá (RO)\",\"217076\",\"215416\",\"227775\",\"273501\""
"\"MU\",\"1101757\",\"Vale do Anari (RO)\",\"159964\",\"166804\",\"180702\",\"220588\""
"\"MU\",\"1101807\",\"Vale do Paraíso (RO)\",\"150080\",\"146544\",\"161248\",\"185648\""
"\"MU\",\"1200013\",\"Acrelândia (AC)\",\"253138\",\"253152\",\"291582\",\"398725\""
"\"MU\",\"1200054\",\"Assis Brasil (AC)\",\"89875\",\"92705\",\"96315\",\"133916\""
"\"MU\",\"1200104\",\"Brasiléia (AC)\",\"439547\",\"454009\",\"488072\",\"685636\""
"\"MU\",\"1200138\",\"Bujari (AC)\",\"158191\",\"159100\",\"179175\",\"300830\""
"\"MU\",\"1200179\",\"Capixaba (AC)\",\"164238\",\"152806\",\"144677\",\"512353\""
"\"MU\",\"1200203\",\"Cruzeiro do Sul (AC)\",\"1401490\",\"1439760\",\"1793428\",\"2058630\""
"\"MU\",\"1200252\",\"Epitaciolândia (AC)\",\"440177\",\"422617\",\"433585\",\"644542\""
"\"MU\",\"1200302\",\"Feijó (AC)\",\"366052\",\"362490\",\"386502\",\"567040\""
"\"MU\",\"1200328\",\"Jordão (AC)\",\"78138\",\"82098\",\"82867\",\"113975\""
"\"MU\",\"1200336\",\"Mâncio Lima (AC)\",\"201048\",\"205214\",\"215662\",\"269205\""
"\"MU\",\"1200344\",\"Manoel Urbano (AC)\",\"138288\",\"131637\",\"138414\",\"184904\""
"\"MU\",\"1200351\",\"Marechal Thaumaturgo (AC)\",\"192055\",\"194430\",\"209775\",\"256865\""
"\"MU\",\"1200385\",\"Plácido de Castro (AC)\",\"262261\",\"276129\",\"267420\",\"601471\""
"\"MU\",\"1200393\",\"Porto Walter (AC)\",\"112166\",\"118375\",\"129394\",\"160535\""
"\"MU\",\"1200401\",\"Rio Branco (AC)\",\"8911060\",\"9130749\",\"9362488\",\"10955675\""
"\"MU\",\"1200427\",\"Rodrigues Alves (AC)\",\"187068\",\"190863\",\"202059\",\"255649\""
"\"MU\",\"1200435\",\"Santa Rosa do Purus (AC)\",\"71761\",\"79725\",\"83424\",\"108545\""
"\"MU\",\"1200450\",\"Senador Guiomard (AC)\",\"371144\",\"360656\",\"349736\",\"779672\""
"\"MU\",\"1200500\",\"Sena Madureira (AC)\",\"520298\",\"539331\",\"575264\",\"748094\""
"\"MU\",\"1200609\",\"Tarauacá (AC)\",\"487948\",\"482624\",\"511369\",\"711884\""
"\"MU\",\"1200708\",\"Xapuri (AC)\",\"250235\",\"274589\",\"292281\",\"454981\""
"\"MU\",\"1200807\",\"Porto Acre (AC)\",\"234946\",\"226959\",\"242881\",\"471315\""
"\"MU\",\"1300029\",\"Alvarães (AM)\",\"170089\",\"196154\",\"194561\",\"217333\""
"\"MU\",\"1300060\",\"Amaturá (AM)\",\"83447\",\"95436\",\"101934\",\"118872\""
"\"MU\",\"1300086\",\"Anamã (AM)\",\"116719\",\"125494\",\"129933\",\"138599\""
"\"MU\",\"1300102\",\"Anori (AM)\",\"218807\",\"200709\",\"215119\",\"248435\""
"\"MU\",\"1300144\",\"Apuí (AM)\",\"209970\",\"252677\",\"271930\",\"297810\""
"\"MU\",\"1300201\",\"Atalaia do Norte (AM)\",\"143057\",\"150688\",\"172713\",\"184947\""
"\"MU\",\"1300300\",\"Autazes (AM)\",\"356934\",\"388848\",\"446599\",\"506341\""
"\"MU\",\"1300409\",\"Barcelos (AM)\",\"168626\",\"189996\",\"208482\",\"245622\""
"\"MU\",\"1300508\",\"Barreirinha (AM)\",\"259291\",\"286580\",\"313547\",\"344890\""
"\"MU\",\"1300607\",\"Benjamin Constant (AM)\",\"310751\",\"347115\",\"349347\",\"388781\""
"\"MU\",\"1300631\",\"Beruri (AM)\",\"151805\",\"169892\",\"182503\",\"211871\""
"\"MU\",\"1300680\",\"Boa Vista do Ramos (AM)\",\"140055\",\"146215\",\"161505\",\"182412\""
"\"MU\",\"1300706\",\"Boca do Acre (AM)\",\"415766\",\"444283\",\"475575\",\"512796\""
"\"MU\",\"1300805\",\"Borba (AM)\",\"304755\",\"330380\",\"361457\",\"402131\""
"\"MU\",\"1300839\",\"Caapiranga (AM)\",\"156561\",\"168773\",\"170630\",\"177894\""
"\"MU\",\"1300904\",\"Canutama (AM)\",\"107991\",\"121948\",\"133366\",\"154316\""
"\"MU\",\"1301001\",\"Carauari (AM)\",\"307070\",\"336549\",\"358945\",\"370657\""
"\"MU\",\"1301100\",\"Careiro (AM)\",\"314629\",\"340672\",\"363330\",\"395194\""
"\"MU\",\"1301159\",\"Careiro da Várzea (AM)\",\"337463\",\"318688\",\"374101\",\"413374\""
"\"MU\",\"1301209\",\"Coari (AM)\",\"2018615\",\"2253992\",\"1923265\",\"3380278\""
"\"MU\",\"1301308\",\"Codajás (AM)\",\"501935\",\"505889\",\"498996\",\"531995\""
"\"MU\",\"1301407\",\"Eirunepé (AM)\",\"518216\",\"478814\",\"502984\",\"568039\""
"\"MU\",\"1301506\",\"Envira (AM)\",\"157794\",\"172414\",\"178128\",\"215527\""
"\"MU\",\"1301605\",\"Fonte Boa (AM)\",\"180667\",\"181680\",\"197036\",\"222773\""
"\"MU\",\"1301654\",\"Guajará (AM)\",\"123681\",\"130114\",\"147398\",\"177320\""
"\"MU\",\"1301704\",\"Humaitá (AM)\",\"621322\",\"721855\",\"780339\",\"860168\""
"\"MU\",\"1301803\",\"Ipixuna (AM)\",\"152316\",\"177141\",\"193669\",\"216519\""
"\"MU\",\"1301852\",\"Iranduba (AM)\",\"678368\",\"691801\",\"727697\",\"1001862\""
"\"MU\",\"1301902\",\"Itacoatiara (AM)\",\"1882624\",\"2070851\",\"2273504\",\"2350463\""
"\"MU\",\"1301951\",\"Itamarati (AM)\",\"95522\",\"99805\",\"107487\",\"135620\""
"\"MU\",\"1302009\",\"Itapiranga (AM)\",\"111075\",\"129499\",\"134333\",\"152509\""
"\"MU\",\"1302108\",\"Japurá (AM)\",\"63038\",\"65857\",\"63114\",\"85809\""
"\"MU\",\"1302207\",\"Juruá (AM)\",\"104579\",\"115621\",\"122251\",\"138074\""
"\"MU\",\"1302306\",\"Jutaí (AM)\",\"224322\",\"230654\",\"252817\",\"266377\""
"\"MU\",\"1302405\",\"Lábrea (AM)\",\"493720\",\"500460\",\"556267\",\"625199\""
"\"MU\",\"1302504\",\"Manacapuru (AM)\",\"1428780\",\"1502525\",\"1432217\",\"1544675\""
"\"MU\",\"1302553\",\"Manaquiri (AM)\",\"275567\",\"259773\",\"274499\",\"311335\""
"\"MU\",\"1302603\",\"Manaus (AM)\",\"78155386\",\"84566043\",\"91773536\",\"103281436\""
"\"MU\",\"1302702\",\"Manicoré (AM)\",\"529374\",\"560803\",\"621102\",\"686279\""
"\"MU\",\"1302801\",\"Maraã (AM)\",\"129463\",\"140342\",\"148824\",\"176217\""
"\"MU\",\"1302900\",\"Maués (AM)\",\"502004\",\"551175\",\"565975\",\"595827\""
"\"MU\",\"1303007\",\"Nhamundá (AM)\",\"152077\",\"168137\",\"185694\",\"207005\""
"\"MU\",\"1303106\",\"Nova Olinda do Norte (AM)\",\"247214\",\"278282\",\"293887\",\"341652\""
"\"MU\",\"1303205\",\"Novo Airão (AM)\",\"136543\",\"172501\",\"172051\",\"186533\""
"\"MU\",\"1303304\",\"Novo Aripuanã (AM)\",\"200293\",\"212575\",\"219412\",\"252422\""
"\"MU\",\"1303403\",\"Parintins (AM)\",\"1123079\",\"1225444\",\"1320369\",\"1426984\""
"\"MU\",\"1303502\",\"Pauini (AM)\",\"157104\",\"163873\",\"175059\",\"199541\""
"\"MU\",\"1303536\",\"Presidente Figueiredo (AM)\",\"823936\",\"956464\",\"832243\",\"1031905\""
"\"MU\",\"1303569\",\"Rio Preto da Eva (AM)\",\"382992\",\"439400\",\"374196\",\"407146\""
"\"MU\",\"1303601\",\"Santa Isabel do Rio Negro (AM)\",\"138110\",\"150012\",\"157256\",\"185817\""
"\"MU\",\"1303700\",\"Santo Antônio do Içá (AM)\",\"181771\",\"191909\",\"208637\",\"237314\""
"\"MU\",\"1303809\",\"São Gabriel da Cachoeira (AM)\",\"331771\",\"349719\",\"376603\",\"423054\""
"\"MU\",\"1303908\",\"São Paulo de Olivença (AM)\",\"251748\",\"280976\",\"302085\",\"334131\""
"\"MU\",\"1303957\",\"São Sebastião do Uatumã (AM)\",\"117748\",\"121771\",\"127895\",\"136609\""
"\"MU\",\"1304005\",\"Silves (AM)\",\"101823\",\"114106\",\"133793\",\"175042\""
"\"MU\",\"1304062\",\"Tabatinga (AM)\",\"537079\",\"594242\",\"652926\",\"758036\""
"\"MU\",\"1304104\",\"Tapauá (AM)\",\"247785\",\"192217\",\"218672\",\"239944\""
"\"MU\",\"1304203\",\"Tefé (AM)\",\"936724\",\"1021258\",\"941046\",\"1098392\""
"\"MU\",\"1304237\",\"Tonantins (AM)\",\"133877\",\"151465\",\"158633\",\"185410\""
"\"MU\",\"1304260\",\"Uarini (AM)\",\"188175\",\"196338\",\"205138\",\"229209\""
"\"MU\",\"1304302\",\"Urucará (AM)\",\"330708\",\"302863\",\"306779\",\"205656\""
"\"MU\",\"1304401\",\"Urucurituba (AM)\",\"166521\",\"179336\",\"195752\",\"232661\""
"\"MU\",\"1400027\",\"Amajari (RR)\",\"169685\",\"176954\",\"198107\",\"240826\""
"\"MU\",\"1400050\",\"Alto Alegre (RR)\",\"280115\",\"307361\",\"409619\",\"385507\""
"\"MU\",\"1400100\",\"Boa Vista (RR)\",\"10042234\",\"10697931\",\"11828926\",\"13493364\""
"\"MU\",\"1400159\",\"Bonfim (RR)\",\"281340\",\"315224\",\"416440\",\"522405\""
"\"MU\",\"1400175\",\"Cantá (RR)\",\"268480\",\"275046\",\"325084\",\"353071\""
"\"MU\",\"1400209\",\"Caracaraí (RR)\",\"347040\",\"369912\",\"410236\",\"453298\""
"\"MU\",\"1400233\",\"Caroebe (RR)\",\"178393\",\"199851\",\"227485\",\"236788\""
"\"MU\",\"1400282\",\"Iracema (RR)\",\"159895\",\"158894\",\"182151\",\"208477\""
"\"MU\",\"1400308\",\"Mucajaí (RR)\",\"309570\",\"311626\",\"348377\",\"393852\""
"\"MU\",\"1400407\",\"Normandia (RR)\",\"153495\",\"173355\",\"194764\",\"202859\""
"\"MU\",\"1400456\",\"Pacaraima (RR)\",\"204460\",\"261537\",\"290184\",\"329092\""
"\"MU\",\"1400472\",\"Rorainópolis (RR)\",\"547432\",\"576395\",\"636429\",\"732356\""
"\"MU\",\"1400506\",\"São João da Baliza (RR)\",\"177732\",\"205385\",\"262115\",\"327768\""
"\"MU\",\"1400605\",\"São Luiz (RR)\",\"139074\",\"143844\",\"165075\",\"178972\""
"\"MU\",\"1400704\",\"Uiramutã (RR)\",\"111043\",\"118912\",\"129282\",\"143945\""
"\"MU\",\"1500107\",\"Abaetetuba (PA)\",\"1413517\",\"1491621\",\"1659693\",\"1949341\""
"\"MU\",\"1500131\",\"Abel Figueiredo (PA)\",\"82186\",\"84902\",\"95863\",\"105496\""
"\"MU\",\"1500206\",\"Acará (PA)\",\"913952\",\"755091\",\"881812\",\"1433440\""
"\"MU\",\"1500305\",\"Afuá (PA)\",\"357706\",\"368873\",\"438582\",\"444236\""
"\"MU\",\"1500347\",\"Água Azul do Norte (PA)\",\"422972\",\"433939\",\"531635\",\"643132\""
"\"MU\",\"1500404\",\"Alenquer (PA)\",\"566618\",\"573058\",\"692397\",\"745403\""
"\"MU\",\"1500503\",\"Almeirim (PA)\",\"591446\",\"543380\",\"627560\",\"688370\""
"\"MU\",\"1500602\",\"Altamira (PA)\",\"2723890\",\"2776406\",\"2559968\",\"3120219\""
"\"MU\",\"1500701\",\"Anajás (PA)\",\"206730\",\"213400\",\"228956\",\"259020\""
"\"MU\",\"1500800\",\"Ananindeua (PA)\",\"7522961\",\"8163540\",\"8117175\",\"8939830\""
"\"MU\",\"1500859\",\"Anapu (PA)\",\"368823\",\"415241\",\"522861\",\"588032\""
"\"MU\",\"1500909\",\"Augusto Corrêa (PA)\",\"305707\",\"324422\",\"366358\",\"363771\""
"\"MU\",\"1500958\",\"Aurora do Pará (PA)\",\"260752\",\"220672\",\"267915\",\"308633\""
"\"MU\",\"1501006\",\"Aveiro (PA)\",\"118032\",\"123024\",\"138887\",\"151969\""
"\"MU\",\"1501105\",\"Bagre (PA)\",\"207731\",\"203160\",\"233042\",\"250548\""
"\"MU\",\"1501204\",\"Baião (PA)\",\"346675\",\"473026\",\"616016\",\"562147\""
"\"MU\",\"1501253\",\"Bannach (PA)\",\"78125\",\"80972\",\"100723\",\"129007\""
"\"MU\",\"1501303\",\"Barcarena (PA)\",\"4737436\",\"5364844\",\"7433645\",\"9243937\""
"\"MU\",\"1501402\",\"Belém (PA)\",\"31479272\",\"32372971\",\"30798556\",\"33467126\""
"\"MU\",\"1501451\",\"Belterra (PA)\",\"159132\",\"163218\",\"186769\",\"237196\""
"\"MU\",\"1501501\",\"Benevides (PA)\",\"1589789\",\"1558563\",\"1677587\",\"1986729\""
"\"MU\",\"1501576\",\"Bom Jesus do Tocantins (PA)\",\"175982\",\"174025\",\"208138\",\"243883\""
"\"MU\",\"1501600\",\"Bonito (PA)\",\"151768\",\"159908\",\"189753\",\"206682\""
"\"MU\",\"1501709\",\"Bragança (PA)\",\"1127614\",\"1162529\",\"1379843\",\"1389573\""
"\"MU\",\"1501725\",\"Brasil Novo (PA)\",\"251821\",\"276410\",\"322791\",\"379813\""
"\"MU\",\"1501758\",\"Brejo Grande do Araguaia (PA)\",\"78157\",\"81565\",\"88712\",\"115088\""
"\"MU\",\"1501782\",\"Breu Branco (PA)\",\"569601\",\"600242\",\"688974\",\"794309\""
"\"MU\",\"1501808\",\"Breves (PA)\",\"813404\",\"806109\",\"849150\",\"893933\""
"\"MU\",\"1501907\",\"Bujaru (PA)\",\"453202\",\"413630\",\"488650\",\"536730\""
"\"MU\",\"1501956\",\"Cachoeira do Piriá (PA)\",\"179381\",\"182757\",\"215937\",\"227634\""
"\"MU\",\"1502004\",\"Cachoeira do Arari (PA)\",\"183253\",\"199330\",\"230595\",\"255830\""
"\"MU\",\"1502103\",\"Cametá (PA)\",\"1131454\",\"1137121\",\"1334181\",\"1393690\""
"\"MU\",\"1502152\",\"Canaã dos Carajás (PA)\",\"7106492\",\"10704887\",\"22503439\",\"34989610\""
"\"MU\",\"1502202\",\"Capanema (PA)\",\"1027331\",\"1106990\",\"1230989\",\"1427144\""
"\"MU\",\"1502301\",\"Capitão Poço (PA)\",\"499285\",\"704295\",\"705900\",\"615773\""
"\"MU\",\"1502400\",\"Castanhal (PA)\",\"3911556\",\"4034041\",\"4300301\",\"4709312\""
"\"MU\",\"1502509\",\"Chaves (PA)\",\"187399\",\"194500\",\"218467\",\"248270\""
"\"MU\",\"1502608\",\"Colares (PA)\",\"80853\",\"84851\",\"93144\",\"100969\""
"\"MU\",\"1502707\",\"Conceição do Araguaia (PA)\",\"552553\",\"547713\",\"622867\",\"662825\""
"\"MU\",\"1502756\",\"Concórdia do Pará (PA)\",\"293528\",\"291977\",\"322762\",\"420236\""
"\"MU\",\"1502764\",\"Cumaru do Norte (PA)\",\"288969\",\"286710\",\"408489\",\"406927\""
"\"MU\",\"1502772\",\"Curionópolis (PA)\",\"820132\",\"943189\",\"644777\",\"3667341\""
"\"MU\",\"1502806\",\"Curralinho (PA)\",\"522027\",\"253303\",\"267226\",\"282512\""
"\"MU\",\"1502855\",\"Curuá (PA)\",\"124467\",\"129485\",\"140328\",\"149717\""
"\"MU\",\"1502905\",\"Curuçá (PA)\",\"287319\",\"289789\",\"330621\",\"369777\""
"\"MU\",\"1502939\",\"Dom Eliseu (PA)\",\"685324\",\"660970\",\"783667\",\"940611\""
"\"MU\",\"1502954\",\"Eldorado do Carajás (PA)\",\"377618\",\"429733\",\"521578\",\"556042\""
"\"MU\",\"1503002\",\"Faro (PA)\",\"54909\",\"60014\",\"63591\",\"76730\""
"\"MU\",\"1503044\",\"Floresta do Araguaia (PA)\",\"340155\",\"272593\",\"414580\",\"602623\""
"\"MU\",\"1503077\",\"Garrafão do Norte (PA)\",\"218668\",\"220325\",\"256719\",\"276033\""
"\"MU\",\"1503093\",\"Goianésia do Pará (PA)\",\"339363\",\"346998\",\"372711\",\"506638\""
"\"MU\",\"1503101\",\"Gurupá (PA)\",\"269626\",\"280891\",\"294870\",\"334287\""
"\"MU\",\"1503200\",\"Igarapé-Açu (PA)\",\"355023\",\"346236\",\"379664\",\"415894\""
"\"MU\",\"1503309\",\"Igarapé-Miri (PA)\",\"494094\",\"519353\",\"628526\",\"691233\""
"\"MU\",\"1503408\",\"Inhangapi (PA)\",\"126126\",\"119814\",\"155877\",\"174628\""
"\"MU\",\"1503457\",\"Ipixuna do Pará (PA)\",\"518924\",\"576413\",\"607746\",\"625213\""
"\"MU\",\"1503507\",\"Irituia (PA)\",\"213458\",\"220427\",\"249344\",\"278006\""
"\"MU\",\"1503606\",\"Itaituba (PA)\",\"1814310\",\"2041945\",\"2629483\",\"3078558\""
"\"MU\",\"1503705\",\"Itupiranga (PA)\",\"518941\",\"580326\",\"659096\",\"841956\""
"\"MU\",\"1503754\",\"Jacareacanga (PA)\",\"461440\",\"524934\",\"575748\",\"625760\""
"\"MU\",\"1503804\",\"Jacundá (PA)\",\"484129\",\"488417\",\"530795\",\"615695\""
"\"MU\",\"1503903\",\"Juruti (PA)\",\"996562\",\"1204784\",\"1366882\",\"1451756\""
"\"MU\",\"1504000\",\"Limoeiro do Ajuru (PA)\",\"404797\",\"423763\",\"484931\",\"503051\""
"\"MU\",\"1504059\",\"Mãe do Rio (PA)\",\"292918\",\"291476\",\"324787\",\"340311\""
"\"MU\",\"1504109\",\"Magalhães Barata (PA)\",\"81723\",\"74014\",\"93255\",\"98432\""
"\"MU\",\"1504208\",\"Marabá (PA)\",\"8779878\",\"11406386\",\"12928283\",\"13523145\""
"\"MU\",\"1504307\",\"Maracanã (PA)\",\"234515\",\"228263\",\"255647\",\"289997\""
"\"MU\",\"1504406\",\"Marapanim (PA)\",\"234487\",\"220111\",\"247826\",\"263657\""
"\"MU\",\"1504422\",\"Marituba (PA)\",\"1901593\",\"1941535\",\"2088809\",\"2578541\""
"\"MU\",\"1504455\",\"Medicilândia (PA)\",\"613954\",\"654621\",\"877101\",\"1023972\""
"\"MU\",\"1504505\",\"Melgaço (PA)\",\"178066\",\"180022\",\"196394\",\"216855\""
"\"MU\",\"1504604\",\"Mocajuba (PA)\",\"294911\",\"378747\",\"496711\",\"452082\""
"\"MU\",\"1504703\",\"Moju (PA)\",\"841663\",\"914896\",\"1267327\",\"1348481\""
"\"MU\",\"1504752\",\"Mojuí dos Campos (PA)\",\"153295\",\"170177\",\"194352\",\"288644\""
"\"MU\",\"1504802\",\"Monte Alegre (PA)\",\"720963\",\"621428\",\"711142\",\"807340\""
"\"MU\",\"1504901\",\"Muaná (PA)\",\"257444\",\"292578\",\"322367\",\"338764\""
"\"MU\",\"1504950\",\"Nova Esperança do Piriá (PA)\",\"197887\",\"208330\",\"257783\",\"350842\""
"\"MU\",\"1504976\",\"Nova Ipixuna (PA)\",\"136533\",\"158361\",\"169370\",\"192605\""
"\"MU\",\"1505007\",\"Nova Timboteua (PA)\",\"118687\",\"115806\",\"143838\",\"147491\""
"\"MU\",\"1505031\",\"Novo Progresso (PA)\",\"584389\",\"698729\",\"828234\",\"971539\""
